City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,rafraf,55.7433,-97.8635,-32.89999999999998,75,0,0.0,CA,1675053574
283,chuy,37.1908,10.1816,7.170000000000016,77,41,4.29,TN,1675053575
284,rockport,-33.6938,-53.4561,20.79000000000002,87,37,3.5,BR,1675053576
285,mixtequilla,28.0206,-97.0544,22.010000000000048,94,100,0.45,US,1675053576
286,tomari,19.3861,-88.2644,20.760000000000048,99,7,1.1,MX,1675053577
287,kosino,47.7612,142.0635,-10.629999999999995,81,48,3.39,RU,1675053578
288,poum,55.7165,37.859,-2.669999999999959,94,91,4.41,RU,1675053579
289,port hedland,-20.2317,164.0299,26.340000000000032,73,5,7.72,NC,1675053579
290,biloxi,-20.3112,118.5801,33.02000000000004,66,56,2.57,AU,1675053580
291,grindavik,30.4008,-88.8894,17.03000000000003,98,100,2.06,US,1675053581
292,avera,63.8442,-22.4317,-0.8199999999999932,69,75,4.63,IS,1675053582
293,wa,43.3896,-0.1768,1.32000000000005,93,100,0.0,FR,1675053583
294,schneeberg,10.0623,-2.5054,21.700000000000045,13,28,2.86,GH,1675053583
295,alto longa,50.5951,12.6417,-0.9699999999999704,100,100,8.06,DE,1675053584
296,bac lieu,-5.2549,-42.2072,24.480000000000018,74,91,1.29,BR,1675053585
297,muisne,9.2825,105.7261,27.900000000000034,54,54,3.67,VN,1675053585
298,caraz,0.6104,-80.0186,24.74000000000001,90,64,3.5,EC,1675053586
299,nurota,-9.0486,-77.81,16.32000000000005,91,100,1.38,PE,1675053587
300,mainpuri,40.559,65.686,4.25,54,96,2.52,UZ,1675053588
301,morant bay,27.2271,79.0272,18.52000000000004,47,6,3.3,IN,1675053589
302,solnechnyy,17.8821,-76.4116,24.77000000000004,81,13,4.47,JM,1675053590
303,ambodifototra,50.7238,136.6401,-20.529999999999973,90,49,2.65,RU,1675053591
304,yerbogachen,-16.9996,49.8526,27.200000000000045,73,68,1.83,MG,1675053592
305,airai,61.275,108.0097,-13.939999999999998,93,100,2.8,RU,1675053593
306,taoudenni,-8.9266,125.4092,20.80000000000001,81,99,0.8,TL,1675053594
307,nemuro,22.6762,-3.9805,12.629999999999995,17,44,4.69,ML,1675053594
308,kruisfontein,43.3301,145.5829,-4.4599999999999795,48,18,1.57,JP,1675053595
309,wahpeton,-34.012,24.7433,16.110000000000014,66,19,2.72,ZA,1675053596
310,marang,46.2659,-96.6089,-25.599999999999966,76,20,3.09,US,1675053596
311,terrace,5.2065,103.2043,27.180000000000007,85,100,6.48,MY,1675053597
312,lavrentiya,54.5173,-128.5995,-5.0499999999999545,58,0,5.14,CA,1675053598
313,seoul,65.5838,-171.0058,-4.779999999999973,96,100,7.12,RU,1675053599
314,boguchany,37.57,126.98,3.7200000000000273,29,0,5.14,KR,1675053478
315,hasaki,58.3828,97.4616,-10.269999999999982,93,100,3.77,RU,1675053601
316,ewa beach,35.753,140.8201,11.230000000000018,41,10,4.68,JP,1675053601
317,orlik,21.3156,-158.0088,21.660000000000025,85,40,5.14,US,1675053602
318,rapid city,53.731,20.0419,-0.8299999999999841,95,100,8.3,PL,1675053603
319,grass valley,44.0869,-103.2274,-19.49999999999997,78,0,3.09,US,1675053604
320,savonlinna,39.2191,-121.0629,1.3500000000000227,80,0,5.66,US,1675053605
321,bonavista,61.869,28.8797,0.03000000000002956,93,100,6.17,FI,1675053606
322,lagoa,48.6542,-53.1103,-5.0499999999999545,63,78,5.77,CA,1675053607
323,arrifes,37.1326,-8.4551,7.710000000000036,55,0,3.78,PT,1675053607
324,san andres,37.7621,-25.6933,11.29000000000002,82,75,4.63,PT,1675053608
325,kasempa,12.5203,122.0117,24.700000000000045,87,100,10.11,PH,1675053609
326,la ronge,-13.4583,25.8315,17.340000000000032,90,98,1.01,ZM,1675053609
327,puerto baquerizo moreno,55.1005,-105.29,-23.899999999999977,70,75,2.57,CA,1675053610
328,bukama,-0.9026,-89.6102,24.920000000000016,85,56,2.04,EC,1675053611
329,galveston,-11.7055,27.4726,17.870000000000005,96,100,0.44,CD,1675053612
330,khandyga,29.2993,-94.7946,19.060000000000002,94,100,3.6,US,1675053612
331,lianzhou,62.6478,135.5751,-39.64999999999998,96,91,0.27,RU,1675053613
332,beloha,24.9377,112.4818,17.629999999999995,20,0,1.49,CN,1675053614
333,henties bay,-25.1737,45.061,25.460000000000036,77,46,3.54,MG,1675053615
334,samoded,-22.113,14.2882,17.0,86,23,3.56,NA,1675053616
335,luderitz,63.6112,40.5193,-3.42999999999995,89,100,4.76,RU,1675053617
336,akdepe,-26.65,15.1573,14.650000000000034,88,0,3.22,NA,1675053617
337,safaga,38.3138,57.596,6.590000000000032,55,97,0.68,TM,1675053619
338,necochea,26.7633,33.9384,17.99000000000001,87,12,4.86,EG,1675053619
339,rudsar,-38.5545,-58.7393,16.370000000000005,75,0,5.45,AR,1675053620
340,meulaboh,37.1382,50.2928,9.0,85,100,0.31,IR,1675053621
341,tsienyane,4.1482,96.1339,29.879999999999995,66,30,1.17,ID,1675053622
342,syamzha,-21.0298,24.4026,23.220000000000027,69,45,2.8,BW,1675053622
343,caravelas,60.0179,41.0755,-7.060000000000002,93,100,4.6,RU,1675053623
344,chara,-17.7297,-39.266,23.30000000000001,87,4,2.11,BR,1675053624
345,saint leonard,56.9076,118.2673,-19.619999999999976,76,90,0.21,RU,1675053624
346,livingston,50.6888,1.6271,8.930000000000007,87,100,4.63,FR,1675053625
347,skjervoy,30.711,-94.933,13.189999999999998,94,100,3.68,US,1675053626
348,sambava,70.171,20.699,-10.620000000000005,66,65,1.04,NO,1675053626
349,namibe,-14.255,50.1557,27.02000000000004,78,47,0.84,MG,1675053628
350,mecca,-15.1951,12.1458,23.110000000000014,79,100,3.14,AO,1675053628
351,acari,21.4208,39.8269,23.310000000000002,61,4,0.68,SA,1675053629
352,morondava,-22.8222,-43.3407,26.640000000000043,88,75,2.06,BR,1675053630
353,sarangani,-20.2951,44.2786,26.600000000000023,83,5,2.23,MG,1675053630
354,razdolinsk,5.4123,125.4219,26.879999999999995,80,100,7.7,PH,1675053631
355,mollendo,58.4192,94.6183,-10.919999999999959,91,100,3.92,RU,1675053632
356,magadan,-17.0293,-72.0155,22.720000000000027,84,100,2.14,PE,1675053633
357,bitung,59.5605,150.7989,-11.849999999999966,78,100,3.93,RU,1675053633
358,kindu,1.4434,125.1941,32.52000000000004,73,78,4.22,ID,1675053634
359,salalah,-2.9494,25.9184,19.200000000000045,98,98,0.79,CD,1675053635
360,sunrise manor,17.0175,54.1011,19.04000000000002,39,0,4.63,OM,1675053635
361,belyy yar,36.1831,-115.028,11.990000000000009,41,20,7.72,US,1675053637
362,saint-augustin,53.5964,91.3824,-6.079999999999984,74,0,7.0,RU,1675053638
363,tynda,48.7859,3.0292,4.560000000000002,96,100,5.24,FR,1675053638
364,lata,55.1497,124.7376,-20.649999999999977,90,40,0.86,RU,1675053639
365,luwuk,18.3983,76.5621,25.480000000000018,45,17,4.52,IN,1675053640
366,pemberton,-0.9528,122.788,29.140000000000043,72,100,0.97,ID,1675053641
367,puerto varas,44.0086,-93.7834,-16.779999999999973,93,100,3.09,US,1675053642
368,chabahar,-41.3178,-72.9829,16.210000000000036,100,100,2.06,CL,1675053642
369,vernon,25.2935,60.6469,19.04000000000002,44,0,1.01,IR,1675053643
370,samusu,49.0918,1.4887,6.360000000000014,89,99,5.28,FR,1675053644
371,maningrida,-13.9974,-171.4289,28.32000000000005,74,67,5.9,WS,1675053645
372,inhambane,-12.0524,134.2267,30.80000000000001,67,100,3.3,AU,1675053646
373,henderson,-23.866,35.3844,24.99000000000001,94,75,2.06,MZ,1675053647
374,wynyard,36.0301,-114.9826,11.730000000000018,42,0,6.69,US,1675053647
375,menongue,51.7667,-104.1833,-26.00999999999999,70,52,5.14,CA,1675053648
376,prince rupert,-14.6611,17.682,16.510000000000048,96,99,1.52,AO,1675053649
377,los llanos de aridane,54.3127,-130.3255,1.6899999999999977,68,0,3.09,CA,1675053649
378,krasnyy oktyabr,28.6592,-17.9152,12.860000000000014,77,0,4.63,ES,1675053650
379,kerteh,51.5422,45.7081,-7.029999999999973,95,99,2.42,RU,1675053651
380,yaan,4.5083,103.4418,25.79000000000002,88,40,3.6,MY,1675053652
381,tsihombe,7.3833,8.5667,25.650000000000034,73,98,3.02,NG,1675053652
382,haines junction,-25.3185,45.4841,26.140000000000043,77,49,3.37,MG,1675053653
383,miles city,60.7527,-137.51,-10.979999999999961,95,100,0.58,CA,1675053654
384,haibowan,46.4085,-105.841,-18.45999999999998,71,0,4.12,US,1675053655
385,iqaluit,39.6898,106.8204,1.8000000000000114,15,5,1.8,CN,1675053656
386,ardino,63.7494,-68.5219,-35.02999999999997,66,75,1.03,CA,1675053657
387,halalo,41.581,25.131,-3.009999999999991,92,91,0.71,BG,1675053658
388,khani,-13.3447,-176.2136,28.25,75,71,5.14,WF,1675053658
389,buraydah,56.914,119.9542,-14.42999999999995,67,85,1.17,RU,1675053659
390,solhan,26.3317,43.9717,12.240000000000009,94,0,0.0,SA,1675053660
391,roebourne,38.9659,41.0518,-2.8799999999999955,92,91,1.7,TR,1675053661
392,gimli,-20.7724,117.1458,34.68000000000001,46,47,5.58,AU,1675053661
393,omboue,50.6323,-96.9881,-27.96999999999997,76,83,2.06,CA,1675053662
394,bageshwar,-1.5727,9.2653,24.970000000000027,83,76,0.35,GA,1675053663
395,srednekolymsk,29.8376,79.7714,20.08000000000004,25,100,1.25,IN,1675053664
396,nizhneyansk,67.4555,153.7071,-22.879999999999967,97,100,4.23,RU,1675053664
397,sijunjung,71.4404,136.1306,-42.25999999999999,100,59,0.82,RU,1675053665
398,ponnani,-0.6996,100.978,29.650000000000034,64,92,1.44,ID,1675053666
399,muroto,10.7801,75.9189,26.600000000000023,58,71,1.28,IN,1675053667
400,hurricane,33.2899,134.1523,9.78000000000003,42,26,6.96,JP,1675053667
401,avesta,38.4326,-82.0201,7.5400000000000205,97,100,0.89,US,1675053668
402,juneau,60.2167,16.3333,3.9500000000000455,61,41,6.8,SE,1675053669
403,talnakh,58.3019,-134.4197,0.12000000000000455,94,100,2.06,US,1675053670
404,sabha,69.494,88.3908,-21.43999999999997,98,98,1.96,RU,1675053671
405,dhidhdhoo,-18.1416,178.4422,28.710000000000036,74,75,2.06,FJ,1675053671
406,mitu,6.889,73.1134,26.79000000000002,67,54,4.15,MV,1675053672
407,marystown,36.1986,46.0868,0.22000000000002728,88,62,2.93,IR,1675053673
408,wattegama,47.1658,-55.158,-1.8199999999999932,65,94,2.61,CA,1675053674
409,carutapera,6.7947,81.5083,29.05000000000001,60,74,4.23,LK,1675053675
410,padang,-1.2017,-46.0206,23.230000000000018,95,100,1.44,BR,1675053675
411,nizwa,-0.9248,100.3633,30.02000000000004,70,20,1.54,ID,1675053676
412,mirnyy,22.9324,57.5311,16.670000000000016,62,0,1.97,OM,1675053677
413,masvingo,62.5411,113.9786,-23.25999999999999,96,100,3.2,RU,1675053677
414,filingue,-20.072,30.8342,19.670000000000016,81,72,5.64,ZW,1675053678
415,majholi,14.352,3.3241,18.620000000000005,7,98,4.41,NE,1675053679
416,salta,23.4998,79.9254,20.610000000000014,29,0,2.79,IN,1675053680
417,conceicao do araguaia,-24.7893,-65.4103,21.350000000000023,87,75,0.89,AR,1675053680
418,buritizeiro,-8.2697,-49.2677,21.689999999999998,94,21,0.4,BR,1675053681
419,lenoir,-17.3668,-44.9648,21.83000000000004,84,97,0.53,BR,1675053682
420,candido de abreu,35.914,-81.539,9.810000000000002,96,100,0.0,US,1675053683
421,gazimurskiy zavod,-24.5747,-51.3432,19.390000000000043,96,100,0.85,BR,1675053683
422,fonte boa,51.5511,118.3349,-12.25,77,78,1.38,RU,1675053684
423,seddon,-2.55,-66.9132,22.510000000000048,99,100,0.18,BR,1675053685
424,beloretsk,-41.6712,174.0734,23.660000000000025,69,75,1.48,NZ,1675053685
425,brownwood,53.9681,58.41,-14.139999999999986,94,98,1.54,RU,1675053686
426,colares,31.707,-98.9831,0.03000000000002956,74,100,3.6,US,1675053687
427,mujiayingzi,-0.9364,-48.2803,23.83000000000004,91,98,2.49,BR,1675053688
428,bethanien,41.9698,118.971,0.18000000000000682,32,12,3.57,CN,1675053688
429,fort nelson,31.7732,35.2596,10.430000000000007,94,11,1.34,PS,1675053689
430,arlit,58.8062,-122.6943,-14.449999999999989,95,75,0.0,CA,1675053690
431,mitsamiouli,18.7391,7.3933,12.990000000000009,6,49,3.26,NE,1675053691
432,rincon,-11.3889,43.293,27.33000000000004,79,97,3.5,KM,1675053692
433,bogotol,32.296,-81.2354,14.920000000000016,94,100,3.09,US,1675053692
434,lockport,56.2115,89.5316,-9.629999999999995,92,100,8.25,RU,1675053693
435,shibarghan,43.1687,-78.6966,-2.2099999999999795,84,100,1.79,US,1675053694
436,jaramana,36.6621,65.7612,3.6299999999999955,66,85,2.57,AF,1675053695
437,neuquen,33.4871,36.3452,1.6100000000000136,87,20,3.09,SY,1675053696
438,leningradskiy,-38.952,-68.0592,29.939999999999998,45,0,7.72,AR,1675053696
439,tupiza,54.1291,79.2367,-15.70999999999998,96,81,4.32,RU,1675053697
440,kungurtug,-21.4438,-65.7208,13.600000000000023,78,83,1.34,BO,1675053698
441,kangaatsiaq,50.5987,97.5254,-12.879999999999995,88,95,0.88,RU,1675053698
442,opuwo,68.3092,-53.4615,-10.029999999999973,79,100,5.85,GL,1675053699
443,pisco,-18.055,13.8387,19.82000000000005,52,82,1.67,NA,1675053700
444,corum,-13.71,-76.203,22.939999999999998,83,0,4.63,PE,1675053701
445,tamiahua,40.5491,34.9602,-0.5,81,87,0.57,TR,1675053701
446,neryungri,21.2781,-97.4456,21.430000000000007,93,1,4.5,MX,1675053702
447,serik,56.6579,124.7123,-22.409999999999968,92,76,0.66,RU,1675053703
448,omsukchan,36.9169,31.1047,9.140000000000043,67,9,2.83,TR,1675053704
449,burica,62.5128,155.7824,-13.739999999999952,95,100,4.67,RU,1675053705
450,milas,8.0637,-82.9127,26.08000000000004,79,100,3.22,PA,1675053705
451,tornio,37.3163,27.78,5.560000000000002,81,0,2.57,TR,1675053706
452,rodeo,65.8458,24.1464,-1.9699999999999704,97,100,4.21,FI,1675053707
453,belaya gora,38.034,-122.2677,9.430000000000007,70,100,5.66,US,1675053707
454,karamea,68.537,146.1873,-29.50999999999999,97,100,2.63,RU,1675053708
455,kalabo,-39.8582,176.9885,23.939999999999998,84,100,5.46,NZ,1675053709
456,malwan,-14.995,22.6745,18.27000000000004,91,100,1.47,ZM,1675053710
457,greensburg,24.2275,73.3532,19.860000000000014,55,0,0.2,IN,1675053710
458,sorong,40.3015,-79.5389,6.160000000000025,96,100,3.09,US,1675053711
459,bryan,-0.8634,131.2545,28.230000000000018,75,98,3.67,ID,1675053712
460,shahreza,30.6744,-96.37,5.860000000000014,95,100,5.14,US,1675053713
461,wollongong,32.0116,51.8652,3.6200000000000045,64,31,2.33,IR,1675053714
462,gunnedah,-34.4278,150.8931,23.57000000000005,88,100,4.95,AU,1675053715
463,dosso,-31.0238,150.2037,24.83000000000004,63,93,1.39,AU,1675053718
464,mogadishu,13.0496,3.1945,19.80000000000001,8,46,4.04,NE,1675053718
465,pacasmayo,2.0349,45.3419,25.920000000000016,78,75,8.75,SO,1675053720
466,sao filipe,-7.4029,-79.5685,21.140000000000043,79,47,3.62,PE,1675053722
467,pout,14.8953,-24.4969,20.970000000000027,70,77,5.5,CV,1675053723
468,batemans bay,9.6284,31.6543,24.920000000000016,20,85,2.66,SS,1675053724
469,labuhan,-35.7072,150.1783,20.100000000000023,92,100,4.32,AU,1675053725
470,oussouye,-6.892,112.9897,29.510000000000048,70,100,4.26,ID,1675053726
471,manokwari,12.489,-16.5433,19.0,35,61,3.19,SN,1675053727
472,alekseyevka,-0.8614,134.0767,25.710000000000036,88,100,1.46,ID,1675053731
473,ngaoundere,54.0604,39.95,-7.71999999999997,94,93,3.82,RU,1675053732
474,hualmay,7.3763,13.5961,21.02000000000004,23,84,1.59,CM,1675053736
475,sorvag,-11.0967,-77.6129,21.810000000000002,84,100,2.98,PE,1675053738
476,mandalgovi,68.0369,15.3885,-0.21999999999997044,76,100,3.42,NO,1675053739
477,bellevue,45.763,106.2704,-5.519999999999982,40,0,6.6,MN,1675053740
478,provideniya,47.6144,-122.1923,1.0400000000000205,71,0,0.45,US,1675053741
479,saint-louis,64.4237,-173.2274,-3.589999999999975,97,100,5.82,RU,1675053742
480,kuche,38.632,-90.2429,-3.089999999999975,92,100,5.66,US,1675053744
481,linqiong,41.7117,82.9583,-6.739999999999952,72,98,1.82,CN,1675053747
482,korla,30.4145,103.4654,11.910000000000025,36,0,1.61,CN,1675053745
483,yulara,41.7239,86.1735,-5.989999999999952,56,82,3.3,CN,1675053750
484,rupert,-25.241,130.9869,29.58000000000004,43,100,1.86,AU,1675053751
485,high rock,42.6191,-113.6772,-16.029999999999973,55,0,3.09,US,1675053753
486,ambon,41.3059,-72.1567,8.360000000000014,73,75,4.63,US,1675053754
487,goderich,47.5542,-2.5567,8.930000000000007,91,92,5.25,FR,1675053755
488,jalu,43.7431,-81.7111,-5.829999999999984,79,97,1.54,CA,1675053756
489,goleta,29.0331,21.5482,10.25,59,12,3.61,LY,1675053757
490,xuanhua,34.4358,-119.8276,11.610000000000014,82,100,0.45,US,1675053758
491,ngunguru,40.6067,115.0722,1.0200000000000387,22,0,1.79,CN,1675053759
492,ossora,-35.6334,174.5008,19.860000000000014,89,100,6.1,NZ,1675053759
493,nuoro,59.2474,163.0699,-1.1099999999999568,85,100,11.4,RU,1675053760
494,homer,40.3211,9.3297,1.25,93,3,1.57,IT,1675053761
495,mayo,59.6441,-151.5401,3.6200000000000045,84,75,1.79,US,1675053762
496,ajdabiya,45.6634,-75.3458,-12.539999999999964,99,69,1.81,CA,1675053763
497,adrar,30.755,20.2233,12.350000000000023,49,4,4.97,LY,1675053764
498,coahuayana,27.8734,-0.2875,3.1200000000000045,38,0,4.63,DZ,1675053764
499,port-gentil,18.622,-100.3485,19.810000000000002,33,0,2.14,MX,1675053765
500,kolpny,-0.7149,8.7797,26.890000000000043,80,57,2.64,GA,1675053766
501,portsmouth,52.2227,37.0286,-5.069999999999993,86,98,3.81,RU,1675053766
502,chicama,50.8037,-1.0756,8.730000000000018,94,100,2.24,GB,1675053767
503,timra,-7.8434,-79.1452,20.27000000000004,76,71,1.6,PE,1675053768
504,tessaoua,62.4922,17.2995,1.150000000000034,87,75,1.54,SE,1675053769
505,ukiah,13.7555,7.9905,20.80000000000001,15,100,3.38,NE,1675053770
506,am timan,39.1502,-123.2078,7.939999999999998,46,0,2.57,US,1675053770
507,shu,11.0396,20.2826,23.950000000000045,19,81,2.1,TD,1675053771
508,general roca,43.6088,73.7608,-6.4599999999999795,76,66,1.15,KZ,1675053772
509,paso de carrasco,-39.0266,-67.5755,27.54000000000002,39,0,10.47,AR,1675053773
510,takhatgarh,-34.864,-56.0538,23.28000000000003,78,75,6.26,UY,1675053773
511,hihifo,25.3227,73.0039,19.870000000000005,50,0,0.35,IN,1675053774
512,tartagal,-19.8155,-174.3541,28.010000000000048,83,40,3.6,TO,1675053775
513,ostrovnoy,-22.5194,-63.7986,21.090000000000032,95,82,0.94,AR,1675053775
514,marcona,68.0544,39.5129,-2.8799999999999955,87,100,9.67,RU,1675053776
515,alekseyevskaya,-15.2155,-75.083,18.629999999999995,84,100,2.59,PE,1675053777
516,teya,45.7694,40.154,4.6299999999999955,93,100,3.17,RU,1675053778
517,kyzyl-suu,41.4971,2.3214,5.82000000000005,65,0,3.58,ES,1675053778
518,krasnyy chikoy,42.3395,78.0047,-2.3799999999999955,63,100,0.92,KG,1675053779
519,sistranda,50.3647,108.758,-7.46999999999997,81,100,0.54,RU,1675053780
520,vagur,63.7302,8.8297,4.939999999999998,80,97,19.29,NO,1675053780
521,wahiawa,61.4747,-6.8072,2.5600000000000023,68,91,12.94,FO,1675053781
522,hokitika,21.5011,-158.0212,19.810000000000002,85,100,5.14,US,1675053782
523,marawi,-42.7179,170.9646,20.52000000000004,91,95,4.79,NZ,1675053783
524,louisbourg,8.0047,124.2854,24.470000000000027,81,100,2.24,PH,1675053784
525,plouzane,45.9235,-59.9643,2.4700000000000273,62,100,3.58,CA,1675053784
526,guilin,48.3817,-4.6212,8.060000000000002,97,100,3.09,FR,1675053785
527,mehriz,25.2387,110.1751,15.07000000000005,31,0,0.0,CN,1675053786
528,anadyr,31.5842,54.4446,5.390000000000043,48,47,3.01,IR,1675053787
529,bulolo,64.7317,177.5061,-2.069999999999993,92,100,22.0,RU,1675053787
530,gravdal,-7.2022,146.644,29.090000000000032,73,66,0.79,PG,1675053788
531,solwezi,68.1182,13.5533,-0.08999999999997499,74,0,4.12,NO,1675053789
532,thinadhoo,-12.1821,26.3991,16.939999999999998,93,100,1.35,ZM,1675053790
533,north branch,0.5326,72.9971,27.110000000000014,74,90,2.4,MV,1675053790
534,umm lajj,45.5114,-92.9802,-16.95999999999998,78,100,3.58,US,1675053791
535,sisimiut,16.5605,43.89,12.670000000000016,56,34,2.3,YE,1675053792
536,tanjong sepat,66.9372,-53.6665,-8.849999999999966,74,100,3.01,GL,1675053793
537,khor,2.6579,101.5629,32.83000000000004,65,40,3.6,MY,1675053303
538,aykhal,20.3241,76.1404,24.54000000000002,42,10,3.97,IN,1675053795
539,male,65.9516,111.4918,-27.70999999999998,97,99,1.16,RU,1675053795
540,qaqortoq,4.178,73.5107,28.99000000000001,74,40,1.54,MV,1675053796
541,faya,60.7182,-46.0385,-8.389999999999986,72,100,4.21,GL,1675053797
542,pinega,17.9209,19.0953,23.30000000000001,13,24,2.06,TD,1675053797
543,solovetskiy,64.6973,43.3924,-5.399999999999977,93,100,4.56,RU,1675053798
544,labutta,65.0221,35.7104,-1.92999999999995,95,100,8.27,RU,1675053799
545,alice springs,16.3527,95.2529,30.77000000000004,34,25,5.01,MM,1675053800
546,erzin,-23.6984,133.8813,31.230000000000018,40,100,3.6,AU,1675053801
547,eureka,36.9559,36.1991,8.54000000000002,84,99,2.25,TR,1675053801
548,kalianget,40.7907,-124.1674,7.230000000000018,86,0,3.74,US,1675053802
549,shaunavon,-7.3458,109.9109,26.860000000000014,100,100,0.88,ID,1675053803
550,sorland,49.6508,-108.41,-24.139999999999986,85,97,4.15,CA,1675053803
551,trofors,61.8986,5.7913,4.510000000000048,87,100,5.66,NO,1675053804
552,huainan,65.5387,13.3864,-0.0999999999999659,99,100,2.64,NO,1675053805
553,biscarrosse,32.5867,117.013,12.920000000000016,26,0,3.69,CN,1675053806
554,klaksvik,44.3907,-1.1609,-0.029999999999972715,93,100,0.51,FR,1675053806
555,qandala,62.2266,-6.5853,1.580000000000041,74,100,14.49,FO,1675053807
556,northam,11.4719,49.8734,22.970000000000027,50,30,3.64,SO,1675053808
557,vanimo,51.0506,-4.2113,8.830000000000041,84,97,6.44,GB,1675053809
558,bayanday,-2.6848,141.3009,29.010000000000048,73,66,3.1,PG,1675053809
559,aleksandrov gay,53.0672,105.5179,-7.310000000000002,82,100,1.46,RU,1675053810
560,plastun,50.1425,48.5684,-5.229999999999961,70,99,3.87,RU,1675053811
561,wonthaggi,44.759,136.2864,-10.819999999999993,45,7,5.28,RU,1675053811
562,kempele,-38.6044,145.5913,19.900000000000034,64,64,4.94,AU,1675053812
563,salinopolis,64.9125,25.5108,-0.48999999999995225,100,100,3.6,FI,1675053813
564,aginskoye,-0.6259,-47.3443,23.99000000000001,90,90,2.06,BR,1675053814
565,hervey bay,51.1058,114.5408,-10.579999999999984,84,100,0.85,RU,1675053814
